queries_2     document_2_1-10         5
queries_2     document_2_2-11         5
queries_2     document_1_2-4          5
queries_2     document_8_1-3          5
queries_2     document_85_5           5
queries_2     document_86_1           5
queries_2     document_91_5           5
queries_2     document_114_5          5
queries_2     document_115_4          5
queries_2     document_116_5          5
queries_2     document_2_3-11         4
queries_2     document_1_6-3          4
queries_2     document_4_1-9          4
queries_2     document_8_5-3          4
queries_2     document_10_3-3         4
queries_2     document_10_7-4         4
queries_2     document_12_1-13        4
queries_2     document_13_6-1         4
queries_2     document_82_3           4
queries_2     document_84_4           4
queries_2     document_84_5           4
queries_2     document_87_1           4
queries_2     document_87_3           4
queries_2     document_93_1           4
queries_2     document_93_3           4
queries_2     document_193            4
queries_2     document_266            4
queries_2     document_2_4-1          2
queries_2     document_2_5-1          3
queries_2     document_1_1-3          2
queries_2     document_3_5-1          3
queries_2     document_3_7-4          2
queries_2     document_3_10-1         3
queries_2     document_4_2-9          3
queries_2     document_4_6-4          3
queries_2     document_5_6-4          3
queries_2     document_6_3-3          3
queries_2     document_7_1-3          3
queries_2     document_7_5-3          2
queries_2     document_7_6-1          3
queries_2     document_9_6-20         2
queries_2     document_9_7-11         2
queries_2     document_10_2-3         3
queries_2     document_10_11-1        2
queries_2     document_11_1-4         3
queries_2     document_11_4-4         2
queries_2     document_13_2-1         2
queries_2     document_13_5-4         3
queries_2     document_82_4           3
queries_2     document_83_3           2
queries_2     document_83_4           2
queries_2     document_83_5           2
queries_2     document_86_2           3
queries_2     document_92_1           3
queries_2     document_92_5           2
queries_2     document_93_2           2
queries_2     document_93_4           3
queries_2     document_93_5           3
queries_2     document_112_3          2
queries_2     document_113_4          2
queries_2     document_114_4          2
queries_2     document_115_3          2
queries_2     document_116_2          2
queries_2     document_184            2
queries_2     document_188            3
queries_2     document_191            3
queries_2     document_194            3
queries_2     document_294            3
queries_2     document_295            3
queries_2     document_298            2
queries_2     document_2_6-3          2
queries_2     document_2_7-4          2
queries_2     document_3_1-3          2
queries_2     document_3_9-3          2
queries_2     document_4_3-4          2
queries_2     document_6_1-1          2
queries_2     document_6_2-3          2
queries_2     document_9_3-4          2
queries_2     document_10_8-3         2
queries_2     document_10_10-2        2
queries_2     document_11_8-3         2
queries_2     document_13_7-4         2
queries_2     document_92_3           2
queries_2     document_112_5          2
queries_2     document_114_3          2
queries_2     document_117_2          2
queries_2     document_117_3          2
queries_2     document_297            2
queries_2     document_44_7-20        1
queries_2     document_4_4-11         1
queries_2     document_90_5           1
queries_2     document_29_21-3        1
queries_2     document_14_4-11        1
queries_2     document_314            1
queries_2     document_131_1          1
queries_2     document_10_4-3         1
queries_2     document_348            1
queries_2     document_22_7-10        1
queries_2     document_51_8-3         1
queries_2     document_20_11-2        1
queries_2     document_347            1
queries_2     document_149_4          1
queries_2     document_29_19-20       1
queries_2     document_336            1
queries_2     document_170_4          1
queries_2     document_49_1-4         1
queries_2     document_30_1-14        1
queries_2     document_67_4-6         1
queries_2     document_292            1
queries_2     document_29_14-13       1
queries_2     document_29_2-11        1
queries_2     document_223            1
queries_2     document_40_5-11        1
queries_2     document_111_1          1
queries_2     document_27_1-3         1
queries_2     document_37_1-19        1
queries_2     document_154_5          1
queries_2     document_264            1
queries_2     document_16_3-2         1
queries_2     document_206            1
queries_2     document_62_6-3         1
queries_2     document_78_1-6         1
queries_2     document_3_2-3          1
queries_2     document_125_4          1
queries_2     document_80_2           1
queries_2     document_151_4          1
queries_2     document_180_1          1
queries_2     document_80_4           1
queries_2     document_157_4          1
queries_2     document_4_8-1          1
queries_2     document_79_2-6         1
queries_2     document_84_3           1
queries_2     document_157_5          1
queries_2     document_31_1-8         1
queries_2     document_16_5-2         1
queries_2     document_151_1          1
queries_2     document_26_4-4         1
queries_2     document_70_6-3         1
queries_3     document_3_1-3          5
queries_3     document_3_2-3          5
queries_3     document_3_4-1          5
queries_3     document_3_5-1          5
queries_3     document_6_5-4          5
queries_3     document_10_6-3         5
queries_3     document_11_1-4         5
queries_3     document_13_2-1         5
queries_3     document_92_5           5
queries_3     document_112_2          5
queries_3     document_267            5
queries_3     document_295            5
queries_3     document_3_3-3          4
queries_3     document_3_6-1          4
queries_3     document_1_3-3          4
queries_3     document_1_5-4          4
queries_3     document_1_8-3          4
queries_3     document_2_1-10         4
queries_3     document_8_2-4          4
queries_3     document_8_3-4          4
queries_3     document_10_1-3         4
queries_3     document_12_3-13        4
queries_3     document_12_6-9         4
queries_3     document_13_7-4         4
queries_3     document_85_4           4
queries_3     document_87_3           4
queries_3     document_87_5           4
queries_3     document_93_2           4
queries_3     document_112_4          4
queries_3     document_191            4
queries_3     document_3_7-4          2
queries_3     document_3_8-4          2
queries_3     document_1_6-3          3
queries_3     document_1_10-2         3
queries_3     document_2_2-11         2
queries_3     document_2_7-4          2
queries_3     document_4_6-4          3
queries_3     document_4_7-4          3
queries_3     document_4_8-1          3
queries_3     document_5_5-6          2
queries_3     document_5_6-4          3
queries_3     document_6_4-4          2
queries_3     document_6_7-4          3
queries_3     document_7_4-4          2
queries_3     document_8_6-20         2
queries_3     document_9_2-4          3
queries_3     document_10_3-3         2
queries_3     document_10_12-2        3
queries_3     document_11_5-4         2
queries_3     document_12_1-13        3
queries_3     document_12_10-11       3
queries_3     document_82_1           3
queries_3     document_82_2           3
queries_3     document_84_1           2
queries_3     document_84_2           2
queries_3     document_84_4           2
queries_3     document_85_2           3
queries_3     document_86_1           2
queries_3     document_91_3           2
queries_3     document_91_4           3
queries_3     document_92_4           2
queries_3     document_113_5          3
queries_3     document_114_2          2
queries_3     document_114_5          2
queries_3     document_115_4          3
queries_3     document_116_2          2
queries_3     document_116_3          2
queries_3     document_117_4          2
queries_3     document_182            2
queries_3     document_189            3
queries_3     document_192            2
queries_3     document_194            3
queries_3     document_3_9-3          2
queries_3     document_3_10-1         2
queries_3     document_6_1-1          2
queries_3     document_9_3-4          2
queries_3     document_10_2-3         2
queries_3     document_10_10-2        2
queries_3     document_11_8-3         2
queries_3     document_13_1-4         2
queries_3     document_13_3-3         2
queries_3     document_82_5           2
queries_3     document_86_5           2
queries_3     document_91_1           2
queries_3     document_112_5          2
queries_3     document_115_1          2
queries_3     document_115_2          2
queries_3     document_115_3          2
queries_3     document_116_5          2
queries_3     document_184            2
queries_3     document_99_1           1
queries_3     document_118_1          1
queries_3     document_24_5-4         1
queries_3     document_25_4-11        1
queries_3     document_89_1           1
queries_3     document_73_6-6         1
queries_3     document_35_4-2         1
queries_3     document_22_10-16       1
queries_3     document_319            1
queries_3     document_361            1
queries_3     document_39_6-12        1
queries_3     document_171_1          1
queries_3     document_171_5          1
queries_3     document_152_4          1
queries_3     document_293            1
queries_3     document_225            1
